Gmt time,Open,High,Low,Close,Volume
07.09.2007 08:00:00.000,0.82657,0.83097,0.82277,0.82577,4684.61
07.09.2007 12:00:00.000,0.82567,0.82857,0.82527,0.82667,1240.42
07.09.2007 16:00:00.000,0.82667,0.82667,0.82667,0.82667,0
07.09.2007 20:00:00.000,0.82667,0.82667,0.82667,0.82667,0
08.09.2007 00:00:00.000,0.82667,0.82667,0.82667,0.82667,0
08.09.2007 04:00:00.000,0.82667,0.82667,0.82667,0.82667,0
08.09.2007 08:00:00.000,0.82667,0.82667,0.82667,0.82667,0
08.09.2007 12:00:00.000,0.82667,0.82667,0.82667,0.82667,0
08.09.2007 16:00:00.000,0.82667,0.82667,0.82667,0.82667,0
08.09.2007 20:00:00.000,0.82667,0.82667,0.82667,0.82667,0
09.09.2007 00:00:00.000,0.82667,0.82667,0.82667,0.82667,0
09.09.2007 04:00:00.000,0.82667,0.82667,0.82667,0.82667,0
09.09.2007 08:00:00.000,0.82667,0.82667,0.82667,0.82667,0
09.09.2007 12:00:00.000,0.82667,0.82667,0.82667,0.82667,0
09.09.2007 16:00:00.000,0.82667,0.82667,0.82667,0.82667,0
09.09.2007 20:00:00.000,0.81967,0.82207,0.81897,0.82157,715.23
10.09.2007 00:00:00.000,0.82147,0.82247,0.81957,0.82177,1577.6399999999999
10.09.2007 04:00:00.000,0.82167,0.82367,0.82147,0.82307,1389.1399999999999
10.09.2007 08:00:00.000,0.82297,0.82677,0.82207,0.82367,2539.09
10.09.2007 12:00:00.000,0.82357,0.82687,0.82177,0.82517,1703.55
10.09.2007 16:00:00.000,0.82520,0.82598,0.82367,0.82447,1940.81
10.09.2007 20:00:00.000,0.82437,0.82667,0.82377,0.82637,2611.48
11.09.2007 00:00:00.000,0.82638,0.82893,0.82547,0.82607,3995.83
11.09.2007 04:00:00.000,0.82617,0.82797,0.82544,0.82697,3613.4700000000003
11.09.2007 08:00:00.000,0.82692,0.83157,0.82667,0.83071,4661.95
11.09.2007 12:00:00.000,0.83072,0.83467,0.83007,0.83427,3934.2999999999997
11.09.2007 16:00:00.000,0.83428,0.83487,0.83257,0.83297,1837.29
11.09.2007 20:00:00.000,0.83287,0.83487,0.83257,0.83487,2357.11
12.09.2007 00:00:00.000,0.83497,0.83737,0.83427,0.83517,2959.04
12.09.2007 04:00:00.000,0.83507,0.83687,0.83467,0.83627,2308.85
12.09.2007 08:00:00.000,0.83618,0.83997,0.83497,0.83987,4152.4400000000005
12.09.2007 12:00:00.000,0.83979,0.84337,0.83967,0.84277,3299.45
12.09.2007 16:00:00.000,0.84267,0.84267,0.83930,0.83950,2141.3900000000003
12.09.2007 20:00:00.000,0.83947,0.84007,0.83807,0.83928,1904.86
13.09.2007 00:00:00.000,0.83927,0.84117,0.83837,0.84027,1743.0900000000001
13.09.2007 04:00:00.000,0.84037,0.84377,0.83687,0.83737,3603.4900000000002
13.09.2007 08:00:00.000,0.83747,0.84007,0.83657,0.83927,3263.46
13.09.2007 12:00:00.000,0.83932,0.84177,0.83887,0.84047,2180.33
13.09.2007 16:00:00.000,0.84037,0.84098,0.83422,0.83697,2500.24
13.09.2007 20:00:00.000,0.83717,0.84094,0.83687,0.83857,3264.91
14.09.2007 00:00:00.000,0.83850,0.84257,0.83817,0.84092,3777.63
14.09.2007 04:00:00.000,0.84097,0.84137,0.83807,0.83917,3749.29
14.09.2007 08:00:00.000,0.83927,0.84267,0.83887,0.84137,6596.87
14.09.2007 12:00:00.000,0.84132,0.84297,0.84060,0.84217,1526.23
14.09.2007 16:00:00.000,0.84207,0.84207,0.84207,0.84207,1.4
14.09.2007 20:00:00.000,0.84207,0.84207,0.84207,0.84207,0
15.09.2007 00:00:00.000,0.84207,0.84207,0.84207,0.84207,0
15.09.2007 04:00:00.000,0.84207,0.84207,0.84207,0.84207,0
15.09.2007 08:00:00.000,0.84207,0.84207,0.84207,0.84207,0
15.09.2007 12:00:00.000,0.84207,0.84207,0.84207,0.84207,0
15.09.2007 16:00:00.000,0.84207,0.84207,0.84207,0.84207,0
15.09.2007 20:00:00.000,0.84207,0.84207,0.84207,0.84207,0
16.09.2007 00:00:00.000,0.84207,0.84207,0.84207,0.84207,0
16.09.2007 04:00:00.000,0.84207,0.84207,0.84207,0.84207,0
16.09.2007 08:00:00.000,0.84207,0.84207,0.84207,0.84207,0
16.09.2007 12:00:00.000,0.84207,0.84207,0.84207,0.84207,0
16.09.2007 16:00:00.000,0.84207,0.84207,0.84207,0.84207,0
16.09.2007 20:00:00.000,0.84357,0.84387,0.84287,0.84337,198.49
17.09.2007 00:00:00.000,0.84327,0.84587,0.84130,0.84179,2693.85
17.09.2007 04:00:00.000,0.84177,0.84290,0.83807,0.84077,3310.63
17.09.2007 08:00:00.000,0.84067,0.84097,0.83107,0.83267,3741.3599999999997
17.09.2007 12:00:00.000,0.83261,0.83579,0.83177,0.83202,2645.82
17.09.2007 16:00:00.000,0.83200,0.83423,0.83182,0.83387,1382.0600000000002
17.09.2007 20:00:00.000,0.83397,0.83397,0.82747,0.83147,3997.22
18.09.2007 00:00:00.000,0.83157,0.83278,0.82827,0.83257,3570.7699
18.09.2007 04:00:00.000,0.83248,0.83487,0.83157,0.83427,3629.77
18.09.2007 08:00:00.000,0.83422,0.83727,0.83372,0.83607,5407.409900000001
18.09.2007 12:00:00.000,0.83611,0.85247,0.83577,0.85081,5489.8401
18.09.2007 16:00:00.000,0.85078,0.85287,0.84867,0.84927,2911.1499999999996
18.09.2007 20:00:00.000,0.84922,0.85277,0.84867,0.85227,2672.84
19.09.2007 00:00:00.000,0.85218,0.85502,0.85117,0.85257,4304.2801
19.09.2007 04:00:00.000,0.85247,0.85437,0.85020,0.85178,6077.1900000000005
19.09.2007 08:00:00.000,0.85177,0.85697,0.84927,0.85517,6071.2600999999995
19.09.2007 12:00:00.000,0.85527,0.85649,0.85357,0.85597,3464.8899
19.09.2007 16:00:00.000,0.85592,0.85737,0.85517,0.85647,1404.9099999999999
19.09.2007 20:00:00.000,0.85641,0.85967,0.85637,0.85910,2941.24
20.09.2007 00:00:00.000,0.85907,0.86337,0.85847,0.86157,3640.0801999999994
20.09.2007 04:00:00.000,0.86148,0.86297,0.86057,0.86137,4066.35
20.09.2007 08:00:00.000,0.86130,0.86593,0.86130,0.86392,5268.7001
20.09.2007 12:00:00.000,0.86391,0.86507,0.86177,0.86177,2614.35
20.09.2007 16:00:00.000,0.86167,0.86767,0.86088,0.86757,1998.44
20.09.2007 20:00:00.000,0.86752,0.87027,0.86557,0.86637,3172.6900000000005
21.09.2007 00:00:00.000,0.86628,0.86997,0.86607,0.86717,3962.48
21.09.2007 04:00:00.000,0.86727,0.86727,0.86157,0.86260,4334.81
21.09.2007 08:00:00.000,0.86267,0.86727,0.86049,0.86482,5449.93
21.09.2007 12:00:00.000,0.86477,0.86607,0.86414,0.86467,1974.6800000000003
21.09.2007 16:00:00.000,0.86464,0.86464,0.86452,0.86452,3.42
21.09.2007 20:00:00.000,0.86452,0.86452,0.86452,0.86452,0
22.09.2007 00:00:00.000,0.86452,0.86452,0.86452,0.86452,0
22.09.2007 04:00:00.000,0.86452,0.86452,0.86452,0.86452,0
22.09.2007 08:00:00.000,0.86452,0.86452,0.86452,0.86452,0
22.09.2007 12:00:00.000,0.86452,0.86452,0.86452,0.86452,0
22.09.2007 16:00:00.000,0.86452,0.86452,0.86452,0.86452,0
22.09.2007 20:00:00.000,0.86452,0.86452,0.86452,0.86452,0
23.09.2007 00:00:00.000,0.86452,0.86452,0.86452,0.86452,0
23.09.2007 04:00:00.000,0.86452,0.86452,0.86452,0.86452,0
23.09.2007 08:00:00.000,0.86452,0.86452,0.86452,0.86452,0
23.09.2007 12:00:00.000,0.86452,0.86452,0.86452,0.86452,0
23.09.2007 16:00:00.000,0.86452,0.86452,0.86452,0.86452,0
23.09.2007 20:00:00.000,0.86832,0.86847,0.86647,0.86707,674.8299999999999
24.09.2007 00:00:00.000,0.86703,0.86847,0.86567,0.86677,2104.5699999999997
24.09.2007 04:00:00.000,0.86672,0.86967,0.86559,0.86857,2953.37
24.09.2007 08:00:00.000,0.86867,0.86927,0.86609,0.86677,4267.48
24.09.2007 12:00:00.000,0.86672,0.86860,0.86548,0.86807,2660.74
24.09.2007 16:00:00.000,0.86810,0.86920,0.86627,0.86667,1870.15
24.09.2007 20:00:00.000,0.86677,0.86697,0.86317,0.86510,3769.61
25.09.2007 00:00:00.000,0.86507,0.86610,0.86197,0.86277,3442.6599
25.09.2007 04:00:00.000,0.86274,0.86577,0.86107,0.86307,4163.76
25.09.2007 08:00:00.000,0.86317,0.87017,0.86280,0.86889,6541.0001
25.09.2007 12:00:00.000,0.86887,0.87389,0.86847,0.87317,3328.0600000000004
25.09.2007 16:00:00.000,0.87311,0.87467,0.87217,0.87237,2224.66
25.09.2007 20:00:00.000,0.87247,0.87347,0.87147,0.87227,1970.6999999999998
26.09.2007 00:00:00.000,0.87225,0.87407,0.87127,0.87157,2804.16
26.09.2007 04:00:00.000,0.87160,0.87371,0.87147,0.87369,2809.65
26.09.2007 08:00:00.000,0.87371,0.87627,0.87222,0.87469,5647.9499
26.09.2007 12:00:00.000,0.87472,0.87689,0.87377,0.87632,3025.21
26.09.2007 16:00:00.000,0.87657,0.87704,0.87477,0.87537,1772.62
26.09.2007 20:00:00.000,0.87547,0.87727,0.87487,0.87647,1995.79
27.09.2007 00:00:00.000,0.87657,0.88137,0.87647,0.87877,3363.46
27.09.2007 04:00:00.000,0.87867,0.88253,0.87817,0.88147,3857.6998999999996
27.09.2007 08:00:00.000,0.88149,0.88337,0.87727,0.87735,4876.2901
27.09.2007 12:00:00.000,0.87737,0.88087,0.87737,0.88022,2757.58
27.09.2007 16:00:00.000,0.88021,0.88137,0.87877,0.88057,1637.3199999999997
27.09.2007 20:00:00.000,0.88067,0.88277,0.88007,0.88237,3805.1
28.09.2007 00:00:00.000,0.88231,0.88337,0.88152,0.88202,2862.0299999999997
28.09.2007 04:00:00.000,0.88207,0.88257,0.87847,0.88113,4222.54
28.09.2007 08:00:00.000,0.88117,0.88667,0.88111,0.88527,6348.5499
28.09.2007 12:00:00.000,0.88522,0.88858,0.88507,0.88727,3638.9299999999994
28.09.2007 16:00:00.000,0.88727,0.88727,0.88727,0.88727,0
28.09.2007 20:00:00.000,0.88727,0.88727,0.88727,0.88727,0
29.09.2007 00:00:00.000,0.88727,0.88727,0.88727,0.88727,0
29.09.2007 04:00:00.000,0.88727,0.88727,0.88727,0.88727,0
29.09.2007 08:00:00.000,0.88727,0.88727,0.88727,0.88727,0
29.09.2007 12:00:00.000,0.88727,0.88727,0.88727,0.88727,0
29.09.2007 16:00:00.000,0.88727,0.88727,0.88727,0.88727,0
29.09.2007 20:00:00.000,0.88727,0.88727,0.88727,0.88727,0
30.09.2007 00:00:00.000,0.88727,0.88727,0.88727,0.88727,0
30.09.2007 04:00:00.000,0.88727,0.88727,0.88727,0.88727,0
30.09.2007 08:00:00.000,0.88727,0.88727,0.88727,0.88727,0
30.09.2007 12:00:00.000,0.88727,0.88727,0.88727,0.88727,0
30.09.2007 16:00:00.000,0.88727,0.88727,0.88727,0.88727,0
30.09.2007 20:00:00.000,0.88889,0.89127,0.88817,0.89057,1136.26
01.10.2007 00:00:00.000,0.89062,0.89254,0.88837,0.88857,2844.84
01.10.2007 04:00:00.000,0.88867,0.89183,0.88532,0.88700,5419.4301
01.10.2007 08:00:00.000,0.88695,0.89367,0.88649,0.89289,6978.8799
01.10.2007 12:00:00.000,0.89297,0.89487,0.89237,0.89414,2952.05
01.10.2007 16:00:00.000,0.89416,0.89487,0.89285,0.89327,2409.11
01.10.2007 20:00:00.000,0.89337,0.89337,0.88687,0.88747,3769.03
02.10.2007 00:00:00.000,0.88742,0.88757,0.88077,0.88367,6464.1098999999995
02.10.2007 04:00:00.000,0.88362,0.88757,0.88320,0.88497,5970.92
02.10.2007 08:00:00.000,0.88495,0.88749,0.88167,0.88437,6506.95
02.10.2007 12:00:00.000,0.88435,0.88667,0.88347,0.88427,2155.98
02.10.2007 16:00:00.000,0.88432,0.88607,0.88061,0.88417,2625.62
02.10.2007 20:00:00.000,0.88427,0.89147,0.88328,0.88947,4194.83
03.10.2007 00:00:00.000,0.88937,0.89049,0.88715,0.88730,4446.4699
03.10.2007 04:00:00.000,0.88732,0.88967,0.88677,0.88937,3864.98
03.10.2007 08:00:00.000,0.88939,0.89107,0.88747,0.88807,7772.2198
03.10.2007 12:00:00.000,0.88802,0.88837,0.88127,0.88162,4807.05
03.10.2007 16:00:00.000,0.88163,0.88477,0.88077,0.88427,2771.5
03.10.2007 20:00:00.000,0.88421,0.88507,0.88130,0.88265,2650.91
04.10.2007 00:00:00.000,0.88259,0.88348,0.87947,0.88177,4641.3801
04.10.2007 04:00:00.000,0.88187,0.88587,0.88137,0.88457,3641.1301
04.10.2007 08:00:00.000,0.88449,0.88997,0.88297,0.88817,4899.96
04.10.2007 12:00:00.000,0.88812,0.88927,0.88617,0.88737,2444.6800000000003
04.10.2007 16:00:00.000,0.88742,0.88927,0.88737,0.88837,1710.83
04.10.2007 20:00:00.000,0.88840,0.88957,0.88817,0.88857,1204.36
05.10.2007 00:00:00.000,0.88848,0.89057,0.88647,0.89027,3042.7801
05.10.2007 04:00:00.000,0.89024,0.89347,0.88987,0.89287,4551.86
05.10.2007 08:00:00.000,0.89297,0.90047,0.88835,0.89967,9995.439900000001
05.10.2007 12:00:00.000,0.89964,0.89964,0.89647,0.89725,2462.4300000000003
05.10.2007 16:00:00.000,0.89726,0.89735,0.89725,0.89735,9.4
05.10.2007 20:00:00.000,0.89735,0.89735,0.89735,0.89735,0
06.10.2007 00:00:00.000,0.89735,0.89735,0.89735,0.89735,0
06.10.2007 04:00:00.000,0.89735,0.89735,0.89735,0.89735,0
06.10.2007 08:00:00.000,0.89735,0.89735,0.89735,0.89735,0
06.10.2007 12:00:00.000,0.89735,0.89735,0.89735,0.89735,0
06.10.2007 16:00:00.000,0.89735,0.89735,0.89735,0.89735,0
06.10.2007 20:00:00.000,0.89735,0.89735,0.89735,0.89735,0
07.10.2007 00:00:00.000,0.89735,0.89735,0.89735,0.89735,0
07.10.2007 04:00:00.000,0.89735,0.89735,0.89735,0.89735,0
07.10.2007 08:00:00.000,0.89735,0.89735,0.89735,0.89735,0
07.10.2007 12:00:00.000,0.89735,0.89735,0.89735,0.89735,0
07.10.2007 16:00:00.000,0.89735,0.89735,0.89735,0.89735,0
07.10.2007 20:00:00.000,0.90127,0.90199,0.90057,0.90100,949.1999999999999
08.10.2007 00:00:00.000,0.90101,0.90327,0.90042,0.90107,3838.61
08.10.2007 04:00:00.000,0.90097,0.90207,0.89757,0.89822,3966.21
08.10.2007 08:00:00.000,0.89817,0.89851,0.89517,0.89552,3944.04
08.10.2007 12:00:00.000,0.89547,0.89577,0.89197,0.89199,2928.5501
08.10.2007 16:00:00.000,0.89197,0.89437,0.89174,0.89437,2116.87
08.10.2007 20:00:00.000,0.89441,0.89677,0.89177,0.89277,3589.33
09.10.2007 00:00:00.000,0.89279,0.89537,0.89127,0.89443,3586.01
09.10.2007 04:00:00.000,0.89444,0.89547,0.89207,0.89407,4153.41
09.10.2007 08:00:00.000,0.89400,0.89877,0.89257,0.89725,5299.8899
09.10.2007 12:00:00.000,0.89727,0.89937,0.89527,0.89909,2445.79
09.10.2007 16:00:00.000,0.89914,0.90117,0.89857,0.89917,2372.22
09.10.2007 20:00:00.000,0.89912,0.90047,0.89737,0.89857,2333.94
10.10.2007 00:00:00.000,0.89847,0.90027,0.89778,0.89887,3204.68
10.10.2007 04:00:00.000,0.89880,0.89942,0.89679,0.89697,3550.1499999999996
10.10.2007 08:00:00.000,0.89702,0.90059,0.89697,0.89907,5453.9799
10.10.2007 12:00:00.000,0.89904,0.89952,0.89397,0.89777,4477.8099999999995
10.10.2007 16:00:00.000,0.89767,0.89849,0.89657,0.89797,1372.69
10.10.2007 20:00:00.000,0.89799,0.89982,0.89717,0.89917,2475.56
11.10.2007 00:00:00.000,0.89912,0.90297,0.89866,0.90222,3367.3500999999997
11.10.2007 04:00:00.000,0.90224,0.90567,0.90222,0.90337,4300.91
11.10.2007 08:00:00.000,0.90327,0.90597,0.90157,0.90412,7397.2801
11.10.2007 12:00:00.000,0.90409,0.90597,0.89847,0.89967,4597.8099
11.10.2007 16:00:00.000,0.89969,0.90187,0.89937,0.90170,2143.78
11.10.2007 20:00:00.000,0.90167,0.90247,0.89927,0.90027,3284.8
12.10.2007 00:00:00.000,0.90024,0.90149,0.89517,0.90117,5607.5501
12.10.2007 04:00:00.000,0.90111,0.90352,0.90017,0.90072,5383.78
12.10.2007 08:00:00.000,0.90067,0.90517,0.90032,0.90397,7658.980100000001
12.10.2007 12:00:00.000,0.90398,0.90398,0.90257,0.90327,1930.12
12.10.2007 16:00:00.000,0.90327,0.90327,0.90327,0.90327,0
12.10.2007 20:00:00.000,0.90327,0.90327,0.90327,0.90327,0
13.10.2007 00:00:00.000,0.90327,0.90327,0.90327,0.90327,0
13.10.2007 04:00:00.000,0.90327,0.90327,0.90327,0.90327,0
13.10.2007 08:00:00.000,0.90327,0.90327,0.90327,0.90327,0
13.10.2007 12:00:00.000,0.90327,0.90327,0.90327,0.90327,0
13.10.2007 16:00:00.000,0.90327,0.90327,0.90327,0.90327,0
13.10.2007 20:00:00.000,0.90327,0.90327,0.90327,0.90327,0
14.10.2007 00:00:00.000,0.90327,0.90327,0.90327,0.90327,0
14.10.2007 04:00:00.000,0.90327,0.90327,0.90327,0.90327,0
14.10.2007 08:00:00.000,0.90327,0.90327,0.90327,0.90327,0
14.10.2007 12:00:00.000,0.90327,0.90327,0.90327,0.90327,0
14.10.2007 16:00:00.000,0.90327,0.90327,0.90327,0.90327,0
14.10.2007 20:00:00.000,0.90437,0.90437,0.90297,0.90387,538.9200000000001
15.10.2007 00:00:00.000,0.90397,0.90597,0.90377,0.90568,2545.3701
15.10.2007 04:00:00.000,0.90561,0.90777,0.90497,0.90627,3868.83
15.10.2007 08:00:00.000,0.90622,0.90698,0.90007,0.90098,8328.8802
15.10.2007 12:00:00.000,0.90107,0.90107,0.89777,0.89907,2722.2601
15.10.2007 16:00:00.000,0.89982,0.90057,0.89874,0.89942,1142.54
15.10.2007 20:00:00.000,0.89947,0.89982,0.89617,0.89887,2489.3401
16.10.2007 00:00:00.000,0.89977,0.90127,0.88307,0.89028,6334.709999999999
16.10.2007 04:00:00.000,0.89029,0.89357,0.88707,0.88857,10240.8802
16.10.2007 08:00:00.000,0.88887,0.89077,0.88219,0.88587,10793.4299
16.10.2007 12:00:00.000,0.88587,0.88587,0.88587,0.88587,0
16.10.2007 16:00:00.000,0.88977,0.89087,0.88927,0.89047,815.94
16.10.2007 20:00:00.000,0.89049,0.89119,0.88557,0.88827,4220.95
17.10.2007 00:00:00.000,0.88647,0.88797,0.88157,0.88719,6199.110000000001
17.10.2007 04:00:00.000,0.88717,0.89277,0.88635,0.89127,8975.7
17.10.2007 08:00:00.000,0.89137,0.89727,0.89067,0.89397,10784.9602
17.10.2007 12:00:00.000,0.89398,0.89447,0.88375,0.88907,7629.809899999999
17.10.2007 16:00:00.000,0.88899,0.89130,0.88897,0.89127,1051.5
17.10.2007 20:00:00.000,0.89067,0.89457,0.89037,0.89227,2069.58
18.10.2007 00:00:00.000,0.89347,0.89557,0.89247,0.89247,2879.3599999999997
18.10.2007 04:00:00.000,0.89244,0.89412,0.88857,0.89047,5761.5599999999995
18.10.2007 08:00:00.000,0.89039,0.89577,0.89007,0.89425,5719.35
18.10.2007 12:00:00.000,0.89425,0.89425,0.89425,0.89425,0
18.10.2007 16:00:00.000,0.89425,0.89425,0.89425,0.89425,0
18.10.2007 20:00:00.000,0.89497,0.89527,0.88980,0.89349,4178.68
19.10.2007 00:00:00.000,0.89347,0.89467,0.88919,0.89387,4540.9199
19.10.2007 04:00:00.000,0.89407,0.89718,0.89257,0.89651,4246.5298999999995
19.10.2007 08:00:00.000,0.89636,0.89932,0.89057,0.89317,11450.8803
19.10.2007 12:00:00.000,0.89310,0.89687,0.89267,0.89459,2714.4001
19.10.2007 16:00:00.000,0.89459,0.89459,0.89459,0.89459,0
19.10.2007 20:00:00.000,0.89459,0.89459,0.89459,0.89459,0
20.10.2007 00:00:00.000,0.89459,0.89459,0.89459,0.89459,0
20.10.2007 04:00:00.000,0.89459,0.89459,0.89459,0.89459,0
20.10.2007 08:00:00.000,0.89459,0.89459,0.89459,0.89459,0
20.10.2007 12:00:00.000,0.89459,0.89459,0.89459,0.89459,0
20.10.2007 16:00:00.000,0.89459,0.89459,0.89459,0.89459,0
20.10.2007 20:00:00.000,0.89459,0.89459,0.89459,0.89459,0
21.10.2007 00:00:00.000,0.89459,0.89459,0.89459,0.89459,0
21.10.2007 04:00:00.000,0.89459,0.89459,0.89459,0.89459,0
21.10.2007 08:00:00.000,0.89459,0.89459,0.89459,0.89459,0
21.10.2007 12:00:00.000,0.89459,0.89459,0.89459,0.89459,0
21.10.2007 16:00:00.000,0.89459,0.89459,0.89459,0.89459,0
21.10.2007 20:00:00.000,0.88567,0.88797,0.88507,0.88777,485.36
22.10.2007 00:00:00.000,0.88817,0.89157,0.88767,0.88887,2948.08
22.10.2007 04:00:00.000,0.88890,0.88969,0.87507,0.87729,10792.6799
22.10.2007 08:00:00.000,0.87726,0.88257,0.87657,0.87827,16283.070399999999
22.10.2007 12:00:00.000,0.87826,0.88455,0.87657,0.88171,5661.59
22.10.2007 16:00:00.000,0.88785,0.88807,0.88587,0.88667,1059.39
22.10.2007 20:00:00.000,0.88666,0.88947,0.88557,0.88867,2793.91
23.10.2007 00:00:00.000,0.89102,0.89297,0.88967,0.89057,3813.8199999999997
23.10.2007 04:00:00.000,0.89050,0.89397,0.89017,0.89297,5813.490099999999
23.10.2007 08:00:00.000,0.89302,0.89727,0.89067,0.89407,12110.3299
23.10.2007 12:00:00.000,0.89407,0.89407,0.89407,0.89407,0
23.10.2007 16:00:00.000,0.89828,0.89917,0.89717,0.89751,622.04
23.10.2007 20:00:00.000,0.89748,0.90477,0.89677,0.90175,3877.9701
24.10.2007 00:00:00.000,0.90172,0.90177,0.89357,0.89699,8494.06
24.10.2007 04:00:00.000,0.89707,0.89927,0.89499,0.89869,6296.9602
24.10.2007 08:00:00.000,0.89868,0.90177,0.89482,0.89948,14514.57
24.10.2007 12:00:00.000,0.89951,0.90080,0.89569,0.90077,4952.8699
24.10.2007 16:00:00.000,0.90077,0.90077,0.90077,0.90077,0
24.10.2007 20:00:00.000,0.90077,0.90077,0.90077,0.90077,0
25.10.2007 00:00:00.000,0.90185,0.90407,0.90167,0.90287,1164.4301
25.10.2007 04:00:00.000,0.90219,0.90727,0.90219,0.90487,4416.08
25.10.2007 08:00:00.000,0.90497,0.90820,0.90417,0.90577,8069.799800000001
25.10.2007 12:00:00.000,0.90577,0.90577,0.90577,0.90577,0
25.10.2007 16:00:00.000,0.90577,0.90577,0.90577,0.90577,0
25.10.2007 20:00:00.000,0.90935,0.91177,0.90917,0.90997,2178.5398999999998
26.10.2007 00:00:00.000,0.91057,0.91337,0.91007,0.91327,3826.1900000000005
26.10.2007 04:00:00.000,0.91337,0.91439,0.91127,0.91247,4792.14
26.10.2007 08:00:00.000,0.91244,0.91717,0.91217,0.91617,7512.76
26.10.2007 12:00:00.000,0.91607,0.91817,0.91517,0.91807,2284.82
26.10.2007 16:00:00.000,0.91807,0.91807,0.91807,0.91807,0
26.10.2007 20:00:00.000,0.91807,0.91807,0.91807,0.91807,0
27.10.2007 00:00:00.000,0.91807,0.91807,0.91807,0.91807,0
27.10.2007 04:00:00.000,0.91807,0.91807,0.91807,0.91807,0
27.10.2007 08:00:00.000,0.91807,0.91807,0.91807,0.91807,0
27.10.2007 12:00:00.000,0.91807,0.91807,0.91807,0.91807,0
27.10.2007 16:00:00.000,0.91807,0.91807,0.91807,0.91807,0
27.10.2007 20:00:00.000,0.91807,0.91807,0.91807,0.91807,0
28.10.2007 00:00:00.000,0.91807,0.91807,0.91807,0.91807,0
28.10.2007 04:00:00.000,0.91807,0.91807,0.91807,0.91807,0
28.10.2007 08:00:00.000,0.91807,0.91807,0.91807,0.91807,0
28.10.2007 12:00:00.000,0.91807,0.91807,0.91807,0.91807,0
28.10.2007 16:00:00.000,0.91807,0.91807,0.91807,0.91807,0
28.10.2007 20:00:00.000,0.92157,0.92327,0.92097,0.92317,1657.72
29.10.2007 00:00:00.000,0.92314,0.92647,0.92257,0.92579,2828.1599
29.10.2007 04:00:00.000,0.92587,0.92717,0.92217,0.92287,4357.93
29.10.2007 08:00:00.000,0.92278,0.92297,0.91852,0.92097,6641.7101
29.10.2007 12:00:00.000,0.92107,0.92142,0.91877,0.92099,2906.1899999999996
29.10.2007 16:00:00.000,0.92097,0.92367,0.92017,0.92237,1978.04
29.10.2007 20:00:00.000,0.92228,0.92287,0.91817,0.91867,3380.2100000000005
30.10.2007 00:00:00.000,0.91877,0.92047,0.91467,0.91947,4133.17
30.10.2007 04:00:00.000,0.91940,0.92207,0.91757,0.91817,4899.1199
30.10.2007 08:00:00.000,0.91812,0.92177,0.91717,0.91847,6546.7401
30.10.2007 12:00:00.000,0.91849,0.92095,0.91657,0.91937,3472.35
30.10.2007 16:00:00.000,0.91931,0.92090,0.91797,0.92037,1961.5700000000002
30.10.2007 20:00:00.000,0.92029,0.92327,0.92017,0.92267,2578.42
31.10.2007 00:00:00.000,0.92277,0.92437,0.92047,0.92427,3327.04
31.10.2007 04:00:00.000,0.92424,0.92427,0.92147,0.92247,4049.44
